verbatimScientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,26.092222,-98.277778,50.0,1960
Aedes (Protomacleaya) triseriatus,26.092222,-98.277778,50.0,1960
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,17.990556,-92.928055,90.0,1954
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,26.092222,-98.277778,50.0,1960
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
Aedes (Protomacleaya) triseriatus,28.311667,-100.92,50.0,1960
Aedes (Protomacleaya) triseriatus,28.407778,-100.888055,50.0,1961
